0.729392 0.475906 0.390484 
0.4086 0.85885 -1.17926 
0.713172 2.31278 0.145992 
0.48755 2.37732 -0.938751 
0.477048 2.37047 -0.981212 
0.461678 2.36088 -1.04333 
0.452387 2.35617 -1.08088 
0.445838 2.354 -1.10736 
0.440911 2.35356 -1.12728 
0.433222 2.35525 -1.15838 
0.428531 2.36096 -1.17734 
0.425381 2.36889 -1.19005 
0.423075 2.37798 -1.19933 
0.419421 2.39726 -1.21401 
0.416867 2.41734 -1.22426 
0.414595 2.43676 -1.2334 
0.412465 2.45535 -1.242 
0.408419 2.49094 -1.2584 
0.404739 2.52363 -1.27343 
0.401357 2.55386 -1.28732 
0.398231 2.58197 -1.30025 
0.39242 2.63452 -1.3244 
0.387351 2.68084 -1.34567 
0.382855 2.72228 -1.36471 
0.378819 2.75979 -1.38193 
0.371492 2.82833 -1.4134 
0.36536 2.88645 -1.44006 
0.360078 2.93695 -1.46325 
0.355448 2.98167 -1.48376 
0.347189 3.06195 -1.5206 
0.340488 3.1281 -1.55089 
0.334816 3.18443 -1.57679 
0.329934 3.23364 -1.59929 
0.321282 3.32092 -1.63943 
0.314439 3.39171 -1.67163 
0.308612 3.45113 -1.69925 
0.303765 3.50287 -1.72254 
0.294949 3.59358 -1.76493 
0.28844 3.66726 -1.79702 
0.282203 3.72738 -1.82725 
0.278008 3.78142 -1.84876 
0.268209 3.87179 -1.89646 
0.264256 3.95127 -1.91948 
0.254216 4.00485 -1.96565 
0.255051 4.06915 -1.96796 
0.235724 4.14252 -2.05461 
0.253502 4.26797 -1.99276 
0.22957 4.26652 -2.09128 
0.231421 4.30317 -2.08727 
0.228629 4.32843 -2.1014 
0.226527 4.3531 -2.11264 
0.222544 4.39952 -2.13394 
0.219 4.441 -2.15298 
0.21581 4.47853 -2.1702 
0.212907 4.5128 -2.18593 
0.207582 4.57588 -2.21489 
0.20304 4.63004 -2.23976 
0.199077 4.67755 -2.26157 
0.19556 4.71991 -2.28102 
0.189237 4.79638 -2.31614 
0.184021 4.85996 -2.34534 
0.179571 4.91448 -2.37039 
0.175693 4.96228 -2.39235 
0.168808 5.04746 -2.4315 
0.163252 5.11682 -2.46335 
0.158571 5.17548 -2.49034 
0.154542 5.22643 -2.51373 
0.14742 5.3165 -2.5552 
0.14177 5.38907 -2.58844 
0.136992 5.44988 -2.61661 
0.132971 5.50256 -2.64061 
0.125737 5.59507 -2.6836 
0.120262 5.66958 -2.71696 
0.115237 5.73104 -2.74672 
0.111575 5.7852 -2.76984 
0.103767 5.87785 -2.81594 
0.0997191 5.95576 -2.84443 
0.0925549 6.01379 -2.88301 
0.0916858 6.07356 -2.89577 
0.07865 6.15721 -2.96287 
0.0862266 6.25818 -2.94712 
0.0600643 6.28504 -3.06 
0.0838324 6.39739 -2.97867 
0.051113 6.39911 -3.11467 
0.0700214 6.48636 -3.04983 
0.0541484 6.50089 -3.11814 
0.0566923 6.54356 -3.11455 
0.0495669 6.59976 -3.15348 
0.0491146 6.65885 -3.16519 
0.0427555 6.69988 -3.19853 
0.0420325 6.74569 -3.20926 
0.0342641 6.81657 -3.2536 
0.0338605 6.88704 -3.26733 
0.0251415 6.9323 -3.31141 
0.0266131 6.98889 -3.31509 
0.0135276 7.06074 -3.38208 
0.0223613 7.15644 -3.36208 
-0.00138536 7.18222 -3.46541 
0.0172491 7.27842 -3.40471 
-0.00592556 7.29051 -3.50324 
0.00431758 7.35594 -3.47227 
-0.00472936 7.38014 -3.51432 
-0.00467962 7.41712 -3.52084 
-0.00986408 7.47564 -3.55313 
-0.0120644 7.53047 -3.57237 
-0.016317 7.5746 -3.59824 
-0.0182443 7.61755 -3.61424 
-0.0241021 7.69099 -3.65233 
-0.0268282 7.75636 -3.67595 
-0.0320937 7.80728 -3.70751 
-0.0335712 7.85782 -3.72325 
-0.0415218 7.93828 -3.77171 
-0.0415436 8.01596 -3.7867 
-0.0516755 8.0635 -3.83811 
-0.0480465 8.1277 -3.8354 
-0.0657804 8.19706 -3.92284 
-0.0462179 8.31829 -3.86485 
-0.0889196 8.3205 -4.04305 
-0.0656743 8.40247 -3.96176 
-0.0703917 8.42032 -3.98499 
-0.0721132 8.44195 -3.99649 
-0.073486 8.46295 -4.00641 
-0.0760247 8.50301 -4.02502 
-0.0783041 8.53947 -4.04186 
-0.0804005 8.57288 -4.05733 
-0.0823296 8.60375 -4.07162 
-0.0859106 8.66112 -4.09817 
-0.0890246 8.71119 -4.12133 
-0.0917823 8.75563 -4.14191 
-0.0942572 8.79563 -4.16042 
-0.0987491 8.86837 -4.19409 
-0.102513 8.92957 -4.22242 
-0.105758 8.98249 -4.24692 
-0.10861 9.02916 -4.26853 
-0.113706 9.11272 -4.30723 
-0.117865 9.18125 -4.33896 
-0.121389 9.23949 -4.36594 
-0.124447 9.29021 -4.38943 
-0.129859 9.38016 -4.4311 
-0.134205 9.45283 -4.46475 
-0.137861 9.51399 -4.49311 
-0.140998 9.56691 -4.51759 
-0.146549 9.66022 -4.5609 
-0.150934 9.73509 -4.59545 
-0.154668 9.79766 -4.62468 
-0.157776 9.85177 -4.64949 
-0.163443 9.94662 -4.69395 
-0.167635 10.0229 -4.72828 
-0.171667 10.0857 -4.75901 
-0.174392 10.141 -4.78269 
-0.180733 10.2354 -4.83021 
-0.183419 10.315 -4.85922 
-0.189766 10.3739 -4.89899 
-0.189607 10.4348 -4.91202 
-0.201343 10.52 -4.98033 
-0.192412 10.6218 -4.96604 
-0.21748 10.6505 -5.07735 
-0.193637 10.7601 -5.00242 
-0.223703 10.7657 -5.12931 
-0.206074 10.848 -5.07429 
-0.21963 10.8663 -5.13518 
-0.217291 10.9082 -5.13504 
-0.223086 10.9667 -5.17278 
-0.223373 11.0257 -5.18763 
-0.228509 11.0688 -5.21911 
-0.229087 11.1145 -5.23215 
-0.235283 11.1878 -5.27514 
-0.235717 11.2575 -5.29324 
-0.242528 11.3058 -5.33306 
-0.241599 11.3607 -5.34205 
-0.251615 11.4375 -5.40203 
-0.245673 11.5261 -5.39803 
-0.262737 11.5623 -5.478 
-0.250489 11.6431 -5.44582 
-0.281453 11.6908 -5.58671 
-0.25595 11.7861 -5.50236 
-0.269809 11.7993 -5.5635 
-0.268859 11.8341 -5.56784 
-0.270698 11.8615 -5.5821 
-0.273478 11.914 -5.60631 
-0.275989 11.9602 -5.62793 
-0.27819 12.0018 -5.64714 
-0.28021 12.0394 -5.66466 
-0.283876 12.1083 -5.69662 
-0.287001 12.1668 -5.72385 
-0.289697 12.2178 -5.74749 
-0.292101 12.263 -5.76852 
-0.296389 12.3443 -5.80622 
-0.299946 12.4113 -5.83744 
-0.302935 12.4686 -5.86395 
-0.305587 12.5185 -5.88727 
-0.310211 12.6075 -5.92842 
-0.314053 12.6794 -5.96218 
-0.317119 12.7404 -5.99003 
-0.319978 12.7929 -6.01494 
-0.324611 12.8862 -6.05741 
-0.328888 12.9602 -6.09364 
-0.33151 13.0239 -6.12044 
-0.335016 13.0767 -6.14824 
-0.338616 13.1741 -6.18758 
-0.345187 13.2454 -6.2329 
-0.344311 13.3164 -6.24699 
-0.352042 13.3625 -6.29092 
-0.347853 13.4753 -6.30163 
-0.370758 13.5201 -6.40891 
-0.343368 13.6457 -6.32555 
-0.386118 13.6418 -6.50365 
-0.348571 13.7746 -6.37942 
-0.38268 13.7689 -6.52088 
-0.368572 13.8363 -6.47873 
-0.375755 13.8593 -6.51467 
-0.376633 13.9231 -6.53454 
-0.381565 13.971 -6.5674 
-0.381935 14.0205 -6.58155 
-0.385269 14.0596 -6.60548 
-0.387772 14.1367 -6.63565 
-0.392799 14.1961 -6.6719 
-0.393303 14.2543 -6.68888 
-0.397668 14.2984 -6.71848 
-0.399127 14.3886 -6.74771 
-0.407563 14.4495 -6.79875 
-0.403704 14.5211 -6.80096 
-0.413456 14.5601 -6.85191 
-0.406219 14.6728 -6.85056 
-0.41954 14.6907 -6.91104 
-0.417309 14.7313 -6.91218 
